507148	1127	201527010428
507149	6567	201527010304
507151	6567	201527010123
507152	6567	201527010323
507153	1001	201527010323
507154	11126	201527010323
507155	1117	201527010323
507156	6567	201527010320
507157	6568	201527010323
507158	1001	201527010320
507159	1119	201527010323
507160	1001	201527010324
507161	11126	201527010320
507162	6567	201527010324
507163	6567	201527010313
507164	1118	201527010323
507165	1126	201527010323
507166	1117	201527010320
507167	11126	201527010123
507168	6568	201527010320
507169	1127	201527010323
507170	1001	201527010123
507171	1014	201527010323
507172	11126	201527010324
507173	1117	201527010123
507174	1117	201527010324
507175	1119	201527010320
507176	6568	201527010123
507177	11127	201527010323
507178	6568	201527010324
507179	1009	201527010323
507180	1001	201527010313
507181	1002	201527010323
507182	11126	201527010313
507183	1117	201527010313
507184	1018	201527010323
507185	1119	201527010324
507186	11126	201527010304
507187	1001	201527010304
507188	1117	201527010304
507189	6568	201527010304
507190	1016	201527010323
507191	6568	201527010313
507192	1118	201527010324
507193	1019	201527010323
507194	1119	201527010123
507195	1119	201527010304
507196	1020	201527010323
507197	1126	201527010324
507198	1118	201527010304
507199	1118	201527010123
507200	1126	201527010123
507201	6567	201527010115
507202	1126	201527010304
507203	1127	201527010123
507204	1001	201527010115
507205	1127	201527010304
507206	11126	201527010115
507207	1014	201527010304
507208	1117	201527010115
507209	6568	201527010115
507210	1023	201527010323
507211	1015	201527010304
507212	1119	201527010115
507213	1014	201527010123
507214	11127	201527010304
507215	1007	201527010323
507216	11126	201527010325
507217	1001	201527010315
507218	1118	201527010115
507219	1119	201527010313
507220	1009	201527010304
507221	1005	201527010304
507222	1127	201527010324
507223	1014	201527010324
507224	1118	201527010313
507225	1015	201527010123
507226	11126	201527010315
507227	11127	201527010123
507228	1117	201527010315
507229	1126	201527010115
507230	1127	201527010115
507231	1126	201527010313
507232	1014	201527010115
507233	6567	201527010130
507234	6568	201527010315
507235	1032	201527010323
507236	1127	201527010313
507237	1015	201527010115
507238	11127	201527010115
507239	6567	201527010128
507240	11126	201527010130
507241	1117	201527010130
507242	6568	201527010130
507243	1018	201527010304
507244	11143	201527010115
507245	1015	201527010324
507246	1119	201527010130
507247	1119	201527010315
507248	6567	201527010121
507249	1001	201527010130
507250	6567	201527010129
507251	11127	201527010324
507252	1024	201527010323
507253	1005	201527010115
507254	1001	201527010128
507255	6567	201527010127
507256	1118	201527010130
507257	1126	201527010130
507258	1118	201527010315
507259	1018	201527010123
507260	1014	201527010313
507261	1127	201527010130
507262	11127	201527010325
507263	1016	201527010304
507264	1126	201527010315
507265	1001	201527010121
507266	1127	201527010315
507267	11126	201527010128
507268	1014	201527010315
507269	1117	201527010128
507270	1025	201527010323
507271	1018	201527010115
507272	6568	201527010128
507273	1029	201527010323
507274	1001	201527010120
507275	1019	201527010304
507276	1119	201527010128
507277	6567	201527010120
507278	1044	201527010323
507279	1001	201527010129
507281	1118	201527010128
507282	1030	201527010323
507283	1020	201527010304
507284	1015	201527010130
507285	1126	201527010128
507286	1023	201527010304
507287	1127	201527010128
507288	1037	201527010323
507289	1117	201527010129
507290	1018	201527010324
507291	1014	201527010128
507292	1007	201527010304
507293	6567	201527010311
507294	1019	201527010324
507295	6567	201527010201
507296	1015	201527010128
507297	1015	201527010315
507298	1007	201527010325
507299	1001	201527010325
507300	1019	201527010128
507301	11127	201527010315
507302	1001	201527010201
507303	11126	201527010201
507304	1117	201527010201
507305	1018	201527010315
507306	6567	201527010325
507307	1018	201527010128
507308	1117	201527010325
507309	1016	201527010315
507310	6567	201527010308
507311	1001	201527010308
507312	1019	201527010315
507313	11126	201527010308
507314	1126	201527010325
507315	1117	201527010308
507316	1127	201527010325
507317	6568	201527010308
507318	1014	201527010325
507319	1017	201527010304
507320	1127	201527010201
507321	1118	201527010308
507322	1024	201527010123
507323	1014	201527010201
507324	1007	201527010315
507325	1025	201527010123
507326	1119	201527010308
507327	11126	201527010120
507328	1020	201527010315
507329	1126	201527010308
507330	1015	201527010201
507331	1127	201527010308
507332	11127	201527010201
507333	1023	201527010315
507334	11143	201527010201
507335	1029	201527010123
507336	1014	201527010308
507337	1017	201527010315
507339	1015	201527010313
507340	1016	201527010324
507341	1015	201527010308
507342	1024	201527010304
507343	1025	201527010304
507344	6568	201527010114
507345	1032	201527010304
507346	1020	201527010324
507347	1016	201527010123
507348	11127	201527010313
507349	11127	201527010308
507350	1001	201527010114
507351	6567	201527010114
507352	1126	201527010201
507353	6567	201527010316
507354	1023	201527010324
507355	1117	201527010114
507356	1018	201527010201
507357	1120	201527010315
507358	1024	201527010315
507359	6567	201527010307
507360	1007	201527010324
507361	1025	201527010315
507362	1001	201527010307
507363	1031	201527010323
507364	11126	201527010307
507365	1018	201527010308
507366	1029	201527010304
507367	1044	201527010304
507368	1017	201527010324
507369	1120	201527010304
507370	1029	201527010315
507371	1016	201527010308
507372	1019	201527010308
507385	1043	201527010323
507386	1030	201527010304
507387	1118	201527010325
507388	1119	201527010325
507389	1015	201527010325
507390	1037	201527010304
507391	1016	201527010115
507392	1024	201527010324
507393	1025	201527010324
507396	1014	201527010130
507397	1020	201527010308
507398	6567	201527010314
507399	1117	201527010307
507400	1001	201527010107
507401	6567	201527010310
507402	6568	201527010307
507403	6567	201527010107
507404	1117	201527010107
507405	6567	201527010222
507406	1018	201527010313
507407	1119	201527010307
507408	1024	201527010325
507409	1016	201527010201
507410	11126	201527010107
507411	1118	201527010307
507412	1001	201527010222
507413	1001	201527010219
507414	1001	201527010314
507415	1025	201527010325
507416	1018	201527010130
507417	11126	201527010222
507418	6567	201527010219
507419	1016	201527010313
507420	6568	201527010107
507421	1126	201527010307
507422	1117	201527010222
507423	11126	201527010219
507424	1117	201527010219
507425	1044	201527010325
507426	6568	201527010222
507427	1019	201527010201
507428	6567	201527010117
507430	1127	201527010307
507431	1001	201527010117
507432	1119	201527010107
507433	1014	201527010307
507434	1117	201527010127
507435	1020	201527010201
507436	1001	201527010127
507437	11126	201527010314
507438	1118	201527010107
507439	1126	201527010107
507440	1127	201527010107
507441	1018	201527010222
507442	1015	201527010307
507443	11126	201527010127
507444	1023	201527010308
507445	1016	201527010128
507446	11127	201527010307
507447	11126	201527010117
507448	11141	201527010307
507449	1120	201527010325
507450	1017	201527010201
507451	1127	201527010314
507452	11127	201527010222
507453	11143	201527010307
507454	1020	201527010128
507455	1016	201527010130
507456	1007	201527010308
507457	1019	201527010313
507458	1018	201527010307
507460	11127	201527010128
507461	1014	201527010107
507462	1029	201527010324
507463	6567	201527010205
507464	1120	201527010324
507466	1017	201527010128
507467	1019	201527010130
507468	1020	201527010130
507469	1007	201527010128
507470	1015	201527010107
507471	11127	201527010107
507472	1023	201527010130
507473	6568	201527010219
507474	11143	201527010107
507475	1009	201527010107
507476	1028	201527010323
507477	1007	201527010130
507478	1020	201527010313
507480	1018	201527010107
507481	1023	201527010313
507482	1031	201527010304
507483	1119	201527010219
507484	1118	201527010219
507485	1126	201527010219
507486	1127	201527010219
507487	1024	201527010313
507488	1044	201527010324
507489	1024	201527010130
507490	1019	201527010107
507491	6568	201527010129
507492	1025	201527010130
507493	1016	201527010107
507494	1029	201527010130
507495	1044	201527010130
507496	1020	201527010107
507497	1023	201527010107
507498	1029	201527010128
507499	1007	201527010107
507500	1119	201527010129
507501	1017	201527010107
507502	6568	201527010325
507503	1118	201527010320
507504	1018	201527010325
507505	1120	201527010128
507506	1028	201527010130
507507	1126	201527010320
507508	1016	201527010325
507509	1127	201527010320
507510	1028	201527010128
507511	1120	201527010107
507512	11141	201527010107
507513	1017	201527010323
507514	1019	201527010123
507515	1014	201527010320
507516	1015	201527010320
507517	1120	201527010323
507518	1030	201527010324
507519	11127	201527010320
507520	1042	201527010323
507521	1117	201527010417
507522	6567	201527010509
507523	1001	201527010509
507524	6567	201527010520
507525	6567	201527010105
507526	11126	201527010509
507527	1017	201527010308
507528	1117	201527010509
507529	17267	201527010513
507530	6567	201527010418
507531	6568	201527010509
507532	6567	201527010423
507533	1020	201527010123
507534	1001	201527010423
507535	6567	201527010514
507536	11126	201527010423
507537	6567	201527010524
507538	1001	201527010514
507539	1001	201527010524
507540	1035	201527010323
507541	17268	201527010513
507542	6567	201527010505
507543	1001	201527010418
507544	1119	201527010509
507545	11126	201527010524
507546	6567	201527010503
507547	6567	201527010513
507548	1118	201527010509
507549	1001	201527010503
507550	1001	201527010417
507551	1117	201527010524
507552	17269	201527010513
507553	11126	201527010514
507554	6567	201527010417
507555	6568	201527010524
507556	1037	201527010324
507557	11126	201527010417
507558	1001	201527010513
507559	11126	201527010513
507560	1023	201527010123
507561	1117	201527010503
507562	1001	201527010505
507563	6567	201527010309
507564	1016	201527010307
507565	1117	201527010513
507566	1024	201527010308
507567	6567	201527010430
507568	6568	201527010513
507569	6568	201527010503
507570	1007	201527010123
507571	11126	201527010505
507572	1025	201527010308
507573	1126	201527010513
507574	11126	201527010408
507575	1001	201527010408
507576	1127	201527010513
507577	1117	201527010514
507578	6567	201527010408
507579	1117	201527010505
507580	1118	201527010524
507581	1118	201527010503
507582	1014	201527010513
507583	6567	201527010414
507584	1019	201527010325
507585	1024	201527010107
507586	1001	201527010414
507587	1119	201527010524
507588	1015	201527010513
507589	1018	201527010320
507590	1020	201527010325
507591	1126	201527010524
507592	1025	201527010107
507593	1127	201527010524
507594	11126	201527010414
507595	1119	201527010503
507596	1023	201527010325
507597	1117	201527010414
507598	1007	201527010313
507599	1014	201527010524
507600	11127	201527010513
507601	6567	201527010111
507602	6568	201527010414
507603	1005	201527010513
507604	1128	201527010513
507605	1126	201527010503
507606	6567	201527010603
507607	1001	201527010430
